LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2020,1,29,4.61,23.32,3.58,23.4,18.95,28.59,82.82,1.04,14.84,20.35,4.94,1.68
20.24321,85.84161,2020,1,30,4.13,22.68,4.84,22.47,18.77,27.01,79.45,2.47,13.45,18.79,6.88,3.75
20.24321,85.84161,2020,1,31,4.36,20.84,4.12,19.93,15.51,25.11,79.16,0.22,11.45,16.26,6.54,0.95
20.24321,85.84161,2020,2,1,3.63,20.52,3.89,19.95,15.2,25,78.7,0.19,11.38,16.19,5.83,2.34
20.24321,85.84161,2020,2,2,3.39,20.83,3.81,20.08,15.84,25.09,77.85,0.01,11.33,16.15,5.85,2.58
20.24321,85.84161,2020,2,3,4.2,20.29,4.24,19.53,15.37,24.57,76.06,0,10.68,15.26,5.49,3.27
20.24321,85.84161,2020,2,4,3.41,20.57,3.39,19.65,14.76,24.78,74.96,1.45,10.63,15.16,4.54,1.75
20.24321,85.84161,2020,2,5,1.93,20.05,2.24,19.54,17.07,22.54,80.39,3.98,11.34,16.11,3.94,0.8
20.24321,85.84161,2020,2,6,3.41,21.11,3.53,20.44,16.53,25.31,77.65,1.92,11.57,16.46,6.73,1.29
20.24321,85.84161,2020,2,7,1.65,20.98,5.27,20.64,17.75,25.08,82.47,4.22,12.45,17.58,6.81,4.01
20.24321,85.84161,2020,2,8,0.61,20.11,5.04,19.43,17.45,23.06,88.39,9,12.37,17.45,7.05,3.14
20.24321,85.84161,2020,2,9,2.9,20.05,4.8,19.45,16.97,23.42,81.82,1.48,11.43,16.29,6,3.06
20.24321,85.84161,2020,2,10,5.23,19.73,3.01,19.62,14.03,24.69,67.37,0,9.51,13.5,5.26,1.66
20.24321,85.84161,2020,2,11,5.37,18.99,2.9,19.19,12.53,25.12,56.97,0,7.82,10.53,5.17,1.26
20.24321,85.84161,2020,2,12,5.56,18.8,3.19,18.91,11.51,25.73,54.02,0,7.29,9.45,5.81,0.68
20.24321,85.84161,2020,2,13,5.5,19.4,5.45,19.25,12.12,26.92,60.76,0,8.4,11.57,7.15,3.93
20.24321,85.84161,2020,2,14,5.57,21.07,5.98,21.11,13.8,29.53,62.46,0,9.73,13.76,7.37,4.07
20.24321,85.84161,2020,2,15,5.57,21.83,3.41,21.98,14.82,28.81,60.65,0,9.95,14.13,7.1,0.66
20.24321,85.84161,2020,2,16,5.41,21.36,2.71,21.71,14.18,28.2,57.75,0,9.29,13.11,5.11,0.86
20.24321,85.84161,2020,2,17,5.55,21.51,2.87,21.74,14.47,28.51,57.43,0,9.26,13.05,5.02,1.3
20.24321,85.84161,2020,2,18,5.72,21.24,3.58,21.34,13.44,28.74,54.6,0,8.59,11.89,7.27,0.21
20.24321,85.84161,2020,2,19,5.67,21.57,3.35,21.2,14.11,28.12,60.41,0,9.42,13.33,5.09,1.35
20.24321,85.84161,2020,2,20,5.54,22.93,3.8,22.6,18.32,28.73,71.04,0,12.08,17.18,6.53,1.61
20.24321,85.84161,2020,2,21,5.67,22.7,3.02,22.66,18.69,28.63,62.76,0.01,10.68,15.3,4.81,0.55
20.24321,85.84161,2020,2,22,5.75,22.58,2.45,22.65,17.66,29.08,60.2,0.02,10.23,14.65,4.55,0.31
20.24321,85.84161,2020,2,23,5.8,22.68,2.2,22.85,16.94,29.54,55.43,0.03,9.55,13.54,4.3,0.29
20.24321,85.84161,2020,2,24,1.98,23.72,3.45,23.39,18.87,29.38,63.57,0.29,11.36,16.2,6.43,0.8
20.24321,85.84161,2020,2,25,2.33,23.94,3.23,23.57,19.98,28.05,78.31,21.14,14.19,19.64,5.54,0.72
20.24321,85.84161,2020,2,26,4.97,22.99,3.38,22.58,18.22,27.21,74.02,11.57,12.61,17.81,5.22,1.31
20.24321,85.84161,2020,2,27,5.88,21.7,3.32,21.32,14.71,27.88,60.54,0,9.52,13.48,5.58,1.13
20.24321,85.84161,2020,2,28,5.63,22.65,2.49,21.9,16.38,27.94,63.18,0.01,10.31,14.69,5.05,0.64
20.24321,85.84161,2020,2,29,5.6,23.6,2.27,23.05,18.39,28.47,67.38,0,11.81,16.79,5.01,0.21
20.24321,85.84161,2020,3,1,5.67,24.4,2.9,23.59,18.44,29.12,67.89,0,12.3,17.43,5.31,0.02
20.24321,85.84161,2020,3,2,5.73,25.01,3.83,24.22,18.66,30.52,64.39,0,12.12,17.2,6.15,1.09
20.24321,85.84161,2020,3,3,5.88,25.35,4.83,24.67,19.16,31.08,64.29,0.03,12.44,17.6,6.8,2.44
20.24321,85.84161,2020,3,4,3.53,25.83,5.79,25.18,21.39,30.71,71.22,3.19,14.22,19.7,7.1,4.29
20.24321,85.84161,2020,3,5,4.76,25.87,4.07,25,22.07,29.87,72.44,13.65,14.32,19.8,7.26,0.83
20.24321,85.84161,2020,3,6,4.21,24.78,5.15,24.29,21.57,28.46,78.6,15.77,14.88,20.4,7.29,3.73
20.24321,85.84161,2020,3,7,4.56,25.91,5.42,25.19,21.69,29.69,79.3,8.15,15.84,21.41,7.37,4.5
20.24321,85.84161,2020,3,8,4.32,26.22,4.09,25.78,22.56,30.21,76.51,6.83,15.84,21.43,5.02,3.53
20.24321,85.84161,2020,3,9,5.99,25.11,3.2,24.78,18.81,30.62,62.54,0.18,12.18,17.27,5.04,0.81
20.24321,85.84161,2020,3,10,5.71,25.72,2.78,24.9,19.15,30.74,64.84,0.04,12.72,17.95,6.08,0.1
20.24321,85.84161,2020,3,11,5.83,26.95,4.41,25.98,21.64,31.46,76.48,0.22,16.04,21.61,6.73,1.31
20.24321,85.84161,2020,3,12,4.1,27.86,4.58,26.9,22.8,32.16,76.88,0.72,17,22.58,5.1,4.03
20.24321,85.84161,2020,3,13,5.99,28.49,3.74,27.25,23.2,32.93,74.47,0.46,16.81,22.42,5.91,2.39
20.24321,85.84161,2020,3,14,6.07,28.07,3.4,26.95,22.9,32.87,68.26,0.01,15.13,20.73,6.5,0.54
20.24321,85.84161,2020,3,15,6.12,28.02,3.16,26.58,22.17,32.04,70.69,0.03,15.33,20.94,5.6,1.51
20.24321,85.84161,2020,3,16,5.7,28.58,2.12,27.06,22.23,32.98,65.96,0.11,14.7,20.29,5.18,0.31
20.24321,85.84161,2020,3,17,6.11,28.82,2.14,27.6,23.05,33.06,63.05,0.09,14.49,20.07,4.14,0.55
20.24321,85.84161,2020,3,18,6.13,28.43,2.52,27.48,21.34,33.93,54.92,0.08,12.54,17.73,4.36,0.85
20.24321,85.84161,2020,3,19,2.67,28.04,3,27.38,21.82,34.07,57.22,8.21,13,18.3,4.65,1.2
20.24321,85.84161,2020,3,20,6.18,27.21,2.76,26.63,21.76,31.61,64.83,4.68,14.1,19.6,4.82,0.83
20.24321,85.84161,2020,3,21,3.97,28.06,3.7,27.07,21.89,33.11,60.9,2.91,13.59,19.01,7.02,0.95
20.24321,85.84161,2020,3,22,5.86,27.73,2.81,26.65,23.28,30.79,70.55,5.1,15.38,20.98,5.17,1.21
20.24321,85.84161,2020,3,23,6.14,28.15,2.3,26.91,22.98,31.87,66.42,1.57,14.69,20.26,5.73,0.41
20.24321,85.84161,2020,3,24,6.2,28.63,2.96,27.15,22.1,32.54,63.21,0.21,14.19,19.68,6.01,0.97
20.24321,85.84161,2020,3,25,6.29,29.71,3.58,28.47,23.13,34.55,59.99,0.05,14.57,20.09,6.55,0.82
20.24321,85.84161,2020,3,26,6.39,29.72,4.08,28.57,22.42,35.28,54.74,0,13.35,18.68,6.26,1.47
20.24321,85.84161,2020,3,27,6.39,30.8,3.65,29.39,23.71,35.95,58.17,0.01,14.87,20.45,6.76,1.29
20.24321,85.84161,2020,3,28,6.27,31.52,2.66,30.42,24.3,36.81,55.35,0,15.04,20.59,5.99,0.2
20.24321,85.84161,2020,3,29,6.25,31.73,3.64,30.67,24.98,37.08,55.63,0.28,15.35,20.91,5.73,0.4
20.24321,85.84161,2020,3,30,6.4,31.79,3.23,30.45,24.91,36.87,55.27,0.24,15.04,20.6,4.95,0.24
20.24321,85.84161,2020,3,31,6.5,31.72,2.46,30.56,24.69,37.07,50.72,0.05,13.87,19.28,3.86,0.63
20.24321,85.84161,2020,4,1,6.43,31.93,3.86,30.75,24.23,38.08,48.99,0.17,13.56,18.88,6.36,1.87
20.24321,85.84161,2020,4,2,6.62,32.04,5.15,30.82,24.95,37.94,52.3,0.25,14.56,20.03,7.74,3.29
20.24321,85.84161,2020,4,3,6.57,32.18,4.73,30.88,25.31,37.75,53.45,0.62,14.91,20.44,7.53,3.02
20.24321,85.84161,2020,4,4,3.09,31.95,3.95,30.64,25.59,37.11,52.47,1.31,14.42,19.91,7.65,1.67
20.24321,85.84161,2020,4,5,5.34,31.35,3.38,30.32,25.09,36.4,52.34,0.93,14.11,19.58,5.85,1.91
20.24321,85.84161,2020,4,6,6.73,31.12,3.92,30.35,23.58,38.03,40.08,0.01,10.81,15.25,5.46,2.02
20.24321,85.84161,2020,4,7,6.71,31.42,5.06,30.09,23.24,37.45,48.34,0.11,12.89,18.06,7.88,2.36
20.24321,85.84161,2020,4,8,2.9,32.05,4.51,30.59,25.87,36.73,58.07,2.06,15.95,21.56,7.15,2.03
20.24321,85.84161,2020,4,9,6.76,32.04,3.58,30.24,24.89,36.77,56.14,1.39,15.09,20.66,6.52,0.7
20.24321,85.84161,2020,4,10,5.61,32.4,4.34,30.43,24.64,37.14,55.93,0.49,15.19,20.78,7.2,1.4
20.24321,85.84161,2020,4,11,6.78,32.57,3.64,30.83,24.99,37.91,53.19,0.89,14.76,20.32,6.29,0.63
20.24321,85.84161,2020,4,12,6.86,32.53,3.41,31.25,25.05,38.6,45.77,0.18,13.02,18.22,5.78,1.33
20.24321,85.84161,2020,4,13,6.77,32.7,4.18,31.76,25.18,39.48,45.85,0.31,13.46,18.71,5.77,2.51
20.24321,85.84161,2020,4,14,6.83,33.14,3.87,31.47,25.34,39.08,47.98,0.25,13.84,19.2,8.11,1.15
20.24321,85.84161,2020,4,15,6.61,33.11,5.92,31.71,25.69,39.41,49.92,0.21,14.6,20.08,7.99,3.03
20.24321,85.84161,2020,4,16,6.77,33.03,5.39,31.43,26.16,38.51,53.33,0.85,15.37,20.92,8.21,3.14
20.24321,85.84161,2020,4,17,6.65,32.94,7.54,31.54,26.59,39.14,55.19,0.38,16.03,21.6,9.43,5.27
20.24321,85.84161,2020,4,18,6.79,33.21,6.91,31.57,26.55,39.18,58.05,4.19,16.89,22.47,9.13,4.4
20.24321,85.84161,2020,4,19,5.49,32.05,5.8,30.63,25.72,37.37,62.35,5.68,17.19,22.77,8.05,3.68
20.24321,85.84161,2020,4,20,6.8,33.28,4.99,31.44,25.86,38.57,56.72,1.46,16.36,21.96,8.32,1.9
20.24321,85.84161,2020,4,21,3.61,32.59,6.47,31.09,26.8,37.52,58.61,2.78,16.57,22.18,7.85,5.37
20.24321,85.84161,2020,4,22,5.67,31.32,6.07,30,25.2,36.23,64.1,10.47,17.05,22.63,7.76,4.37
20.24321,85.84161,2020,4,23,6.22,32.06,5.76,30.57,26.06,36.76,63.91,5.68,17.57,23.12,7.6,4.02
20.24321,85.84161,2020,4,24,6.71,30.33,7.76,29.62,26.52,34.77,74.05,25.19,19.32,24.62,9.31,5.92
20.24321,85.84161,2020,4,25,5.27,30.25,5.57,29.49,26.19,33.95,76.8,22.37,19.89,25.09,6.87,3.28
20.24321,85.84161,2020,4,26,5.88,30.21,5.4,29.37,26.23,33.44,75.73,10.43,19.43,24.74,6.11,4.38
20.24321,85.84161,2020,4,27,6.83,30.14,4.2,28.87,25.55,33.05,72.25,4.64,17.97,23.49,5.76,2.72
20.24321,85.84161,2020,4,28,6.15,30.12,3.72,28.64,24.79,33.12,69.24,3.57,17,22.59,6.19,1.65
20.24321,85.84161,2020,4,29,6.8,30.92,4.67,29.34,24.48,35.05,66.31,3.46,16.97,22.55,6.95,2.18
20.24321,85.84161,2020,4,30,6.93,30.9,5.17,29.58,25.47,34.57,69.45,8.05,18.03,23.53,7.48,2.53
20.24321,85.84161,2020,5,1,6.41,31.56,4.46,30.32,25.83,36.12,66.89,8.63,18.14,23.64,7.01,0.76
20.24321,85.84161,2020,5,2,6.76,30.79,4.65,29.93,25.64,35.1,70.28,10.26,18.67,24.07,7.74,2.52
20.24321,85.84161,2020,5,3,6.21,32.01,4.42,30.81,26.18,36.64,67.85,2.83,18.97,24.34,6.99,0.31
20.24321,85.84161,2020,5,4,5.43,32.09,5.78,30.97,26.71,36.77,69.73,3.32,19.64,24.94,7.58,3.89
20.24321,85.84161,2020,5,5,6.37,32.2,6.02,31.17,26.78,37.41,67.83,4.79,19.34,24.68,8.38,4.5
20.24321,85.84161,2020,5,6,5.5,32.16,3.85,31.3,26.9,36.77,65.9,7.4,18.92,24.32,7.14,0.94
20.24321,85.84161,2020,5,7,4.96,32.58,4.15,31.34,26.14,37.29,61.87,0.88,17.78,23.31,6.34,1.08
20.24321,85.84161,2020,5,8,6.89,33,3.54,31.64,25.77,38.04,58,0.27,16.95,22.52,6.98,0.51
20.24321,85.84161,2020,5,9,6.86,33.87,4.28,32.55,26.72,39.29,54.51,0.53,16.77,22.33,6.86,0.79
20.24321,85.84161,2020,5,10,6.82,34.01,4.93,32.42,27.31,39.16,56.12,0.93,17.14,22.7,7.26,1.94
20.24321,85.84161,2020,5,11,6.8,32.27,3.46,31.14,27.09,36.44,62.22,5.02,17.67,23.22,6.55,1.28
20.24321,85.84161,2020,5,12,6.81,32.93,4.15,31.24,26.37,37.47,56.48,0.28,16.11,21.7,7.62,0.74
20.24321,85.84161,2020,5,13,6.89,32.8,5.55,31.15,26.21,37.71,56.66,0.48,16.1,21.67,8.17,3.87
20.24321,85.84161,2020,5,14,6.84,33.55,5.98,31.74,26.77,38.25,59.09,0.3,17.38,22.92,8.82,3.55
20.24321,85.84161,2020,5,15,6.79,33.81,5.7,31.92,26.7,38.74,57.67,0.71,17.16,22.68,9.08,2.35
20.24321,85.84161,2020,5,16,6.66,34.1,4.86,32.2,26.85,39.01,58.24,2.35,17.63,23.12,7.3,1.47
20.24321,85.84161,2020,5,17,6.25,33.05,4.16,31.65,27.32,37.63,61.34,2.46,18.01,23.46,7.6,0.74
20.24321,85.84161,2020,5,18,6.18,32.01,4.41,30.71,26.98,36.22,64.08,0.18,17.87,23.3,7.22,1.05
20.24321,85.84161,2020,5,19,1.4,28.2,10.73,27.85,24.87,30.39,72.08,24.86,17.1,22.47,17.59,5.83
20.24321,85.84161,2020,5,20,0.82,26.25,14.33,26.48,23.65,31.09,75.89,65.62,16.69,21.98,19.28,4.63
20.24321,85.84161,2020,5,21,6.23,29.83,4.72,29.79,23.32,37,60.47,0,16.01,21.47,7.26,0.96
20.24321,85.84161,2020,5,22,7.04,31.15,5.37,30.49,25.32,36.95,68.87,0.01,18.96,24.28,6.85,3.59
20.24321,85.84161,2020,5,23,6.8,31.57,6.9,30.84,26.95,36.35,75.69,0.01,21.26,26.16,7.61,6.08
20.24321,85.84161,2020,5,24,6.55,31.71,8.73,30.98,27.75,36.56,74.88,0.01,21.2,26.12,10.51,7.45
20.24321,85.84161,2020,5,25,6.51,31.67,10.03,30.78,27.6,36.36,73.26,0,20.48,25.57,11.1,9.04
20.24321,85.84161,2020,5,26,5.93,31.9,10.28,30.94,27.66,36.6,71.37,0.11,20.14,25.3,11.27,9.33
20.24321,85.84161,2020,5,27,6.77,32.24,9.86,31.17,27.39,37.38,70.38,0.64,20.14,25.29,11.08,8.29
20.24321,85.84161,2020,5,28,5.09,31.46,7.93,30.59,27.66,35.78,76.37,11.14,21.17,26.07,9.24,6.3
20.24321,85.84161,2020,5,29,5.87,30.27,5.23,29.75,27.11,33.71,82.25,16.9,21.7,26.45,6.51,4.1
20.24321,85.84161,2020,5,30,6.55,31.12,5.43,30.4,26.77,36.02,73.57,4.57,20.11,25.27,8.71,2.86
20.24321,85.84161,2020,5,31,6.59,31.12,5.55,30.19,27.2,34.23,76.77,1.25,20.71,25.76,6.97,4.33
20.24321,85.84161,2020,6,1,3.15,30.83,4.07,30.26,27.03,34.08,75.65,2.74,20.47,25.58,5.03,3.2
20.24321,85.84161,2020,6,2,6.42,31.46,5.31,30.73,26.81,36.3,69.49,9.46,19.32,24.65,7.1,3.54
20.24321,85.84161,2020,6,3,5.93,30.51,5.04,29.82,26.96,33.1,75.61,9.09,19.98,25.15,6.96,2.73
20.24321,85.84161,2020,6,4,5.03,29.46,5.86,29.26,27.1,31.96,80.08,8.09,20.51,25.54,7.07,4.29
20.24321,85.84161,2020,6,5,5.85,29.69,6.7,29.57,27.59,32.1,81.16,2.81,21.21,26.07,7.6,5.62
20.24321,85.84161,2020,6,6,5,31.37,4.39,30.56,26.82,35.02,72.21,0.96,19.97,25.12,6.78,0.84
20.24321,85.84161,2020,6,7,5.38,30.37,3.91,29.79,27.19,33.23,75.11,2.45,19.88,25.01,5.45,2.19
20.24321,85.84161,2020,6,8,4.94,30.58,3.4,29.99,27.11,33.79,74.13,8.26,19.86,24.99,5.85,0.85
20.24321,85.84161,2020,6,9,6.36,30.83,3.48,29.98,26.69,34.28,74.14,1.8,19.85,24.99,5.43,1.36
20.24321,85.84161,2020,6,10,6.2,30.72,2.8,29.66,27,32.9,76.78,3.34,20.2,25.25,4.75,0.25
20.24321,85.84161,2020,6,11,3.43,28.92,4.9,28.6,26.86,30.48,86.42,9.91,21.46,26.13,7.12,1.9
20.24321,85.84161,2020,6,12,2.43,30.17,4.63,29.24,27.02,32.21,81.29,8.66,20.96,25.76,5.73,3.83
20.24321,85.84161,2020,6,13,3.08,29.85,4.15,29.45,27.23,32.29,82.98,21.08,21.65,26.31,7.74,1.26
20.24321,85.84161,2020,6,14,0.61,29.21,6.18,29.07,27.4,31.48,85.09,9.06,21.66,26.34,7.52,5.2
20.24321,85.84161,2020,6,15,2.42,28.93,5.87,28.79,27.16,31.15,85.4,12.77,21.4,26.13,6.81,4.61
20.24321,85.84161,2020,6,16,2.54,28.94,6.54,28.94,27.11,31.62,86.08,12.41,21.8,26.4,9.13,5.36
20.24321,85.84161,2020,6,17,3.8,28.71,8.39,28.67,26.9,31.28,84.99,15.97,21.16,25.92,10.37,5.81
20.24321,85.84161,2020,6,18,2.84,29.39,6.96,29.09,26.26,32.85,81.03,9.56,20.65,25.57,8.28,5.44
20.24321,85.84161,2020,6,19,5.41,29.42,5.27,29.1,26.71,31.97,81.37,4.77,20.73,25.64,7.49,3.6
20.24321,85.84161,2020,6,20,2.75,29.04,4.79,28.97,27.16,31.6,84.55,11.38,21.41,26.14,7.95,2.46
20.24321,85.84161,2020,6,21,3.78,28.93,5.94,28.75,26.93,31.2,84.37,9.7,21.14,25.89,7.96,4.41
20.24321,85.84161,2020,6,22,3.69,28.92,7.77,28.67,26.93,31.5,85.08,2.21,21.22,25.94,8.79,6.73
20.24321,85.84161,2020,6,23,4.9,29.72,7.17,29.37,27.24,32.53,81.71,2.45,21.13,25.97,8.09,6.24
20.24321,85.84161,2020,6,24,5.95,29.29,6.09,28.85,26.68,31.63,84.64,2.24,21.18,26.03,6.88,5.17
20.24321,85.84161,2020,6,25,6.08,29.78,6.27,29.2,26.61,32.58,81.87,1.36,20.92,25.84,7.06,5.6
20.24321,85.84161,2020,6,26,5.69,28.81,6.06,28.76,26.72,31.41,82.83,3.36,20.64,25.6,6.76,4.44
20.24321,85.84161,2020,6,27,6.14,28.53,5.62,28.49,26.6,31.04,85.84,1.89,21.07,25.92,6.15,4.96
20.24321,85.84161,2020,6,28,2.99,28.41,5.85,28.38,26.59,30.69,87.46,5.08,21.34,26.11,6.41,4.49
20.24321,85.84161,2020,6,29,3.13,28.11,4.68,28.17,26.71,30.18,86.89,12.03,20.95,25.8,6.33,3.29
20.24321,85.84161,2020,6,30,6.25,29.04,4.99,28.61,26.32,31.76,83.37,4.59,20.61,25.56,7.11,3.76
20.24321,85.84161,2020,7,1,5.82,29.72,5.54,28.93,26.02,32.48,80.29,0.8,20.24,25.26,6.8,3.67
20.24321,85.84161,2020,7,2,5.94,29.69,5.06,29.28,26.64,32.48,82.02,0.42,21.14,25.95,7.37,3.31
20.24321,85.84161,2020,7,3,5.6,30.52,5.05,29.68,26.86,33.2,80.59,1.29,21.26,26.05,6.83,3.78
20.24321,85.84161,2020,7,4,4.68,29.3,3.81,28.78,27.06,31.22,85.26,12.14,21.38,26.08,5.79,0.83
20.24321,85.84161,2020,7,5,2.03,29.6,5.68,29.1,26.64,32.47,82.93,8.36,21.23,25.95,7.9,1.21
20.24321,85.84161,2020,7,6,3.62,28.97,7.05,28.81,26.58,31.94,84.33,5.1,21.23,25.94,8.84,5.59
20.24321,85.84161,2020,7,7,2.99,29.96,6.19,29.37,26.73,32.6,79.23,1.56,20.48,25.47,7.49,5.11
20.24321,85.84161,2020,7,8,4.66,29.22,6.31,28.9,26.91,31.72,83.77,5.73,21.05,25.92,7.36,5.07
20.24321,85.84161,2020,7,9,5.59,28.78,6.29,28.7,26.91,30.7,85.84,4.95,21.36,26.12,7.54,4.61
20.24321,85.84161,2020,7,10,4.53,29.17,6.67,29.04,27.31,31.33,85.92,3.12,21.81,26.47,7.4,4.94
20.24321,85.84161,2020,7,11,2.92,29,5.63,28.84,26.74,31.57,85.28,4.2,21.4,26.15,6.87,4.37
20.24321,85.84161,2020,7,12,4.18,28.96,4.33,28.84,26.81,31.45,84.49,5.32,21.2,26,6.24,3.08
20.24321,85.84161,2020,7,13,2.25,28.07,4.46,27.91,26.35,30,86.09,10.14,20.47,25.39,6.55,2.93
20.24321,85.84161,2020,7,14,2.75,28.09,5.24,27.76,26.18,29.83,86.79,13.67,20.45,25.38,7.41,3.42
20.24321,85.84161,2020,7,15,4.87,28.78,8.18,28.28,26.04,31.31,81.85,3.69,19.88,24.94,10.47,6.33
20.24321,85.84161,2020,7,16,6.03,29.35,7.8,28.84,26.56,32.17,81.21,2.49,20.4,25.36,8.6,7.11
20.24321,85.84161,2020,7,17,4.87,29.8,6.28,29.04,26.44,32.57,80.34,1.32,20.4,25.38,7.54,4.07
20.24321,85.84161,2020,7,18,5.79,28.79,6.64,28.49,26.68,30.98,83.3,1.09,20.44,25.43,7.18,5.41
20.24321,85.84161,2020,7,19,4.12,29.45,6.87,28.98,26.52,32.47,82.53,5.62,20.84,25.76,7.6,6.17
20.24321,85.84161,2020,7,20,4.99,29.21,8.39,28.98,26.81,31.66,83.63,1.88,21.15,25.98,9.2,7.23
20.24321,85.84161,2020,7,21,4.78,28.53,7.42,28.55,27.28,30.55,86.04,3.02,21.17,26.01,8.7,5.42
20.24321,85.84161,2020,7,22,3.06,28.26,6.67,28.29,26.69,30.81,86.59,13.62,20.98,25.86,8.28,5.21
20.24321,85.84161,2020,7,23,2.15,28.32,6.04,28.11,25.95,31.23,82.77,3.31,19.85,24.95,7.6,4.46
20.24321,85.84161,2020,7,24,2.47,27.64,5.6,27.35,25.51,29.7,86.27,5.72,19.77,24.88,7.47,4.58
20.24321,85.84161,2020,7,25,6.4,29.29,5.16,28.62,25.51,32.19,80.09,0.34,19.74,24.92,6.52,3.94
20.24321,85.84161,2020,7,26,6.03,30.14,4.45,29.58,25.83,33.59,77.42,1.07,20.18,25.31,6.14,2.38
20.24321,85.84161,2020,7,27,5.93,29.63,3.81,29.59,26.56,32.59,79.55,5.61,20.79,25.75,5.76,1.68
20.24321,85.84161,2020,7,28,5.51,28.52,3.91,28.37,26.69,30.64,86.62,9.52,21.11,25.94,5.37,2.16
20.24321,85.84161,2020,7,29,5.23,29.73,5.23,28.98,25.86,33.05,81.01,1.51,20.44,25.45,6.15,4.18
20.24321,85.84161,2020,7,30,5.67,29.45,3.48,28.91,26.12,32.1,80.61,0.5,20.24,25.3,5.18,2.01
20.24321,85.84161,2020,7,31,5.87,30.25,2.91,29.29,26.08,33.08,78.06,0.6,20.06,25.16,5.5,1.3
20.24321,85.84161,2020,8,1,5.48,29.85,3.29,29.16,26.69,32.28,81.5,2.71,20.82,25.73,5.75,1.03
20.24321,85.84161,2020,8,2,6.04,29.32,3.56,29.3,26.98,31.91,83.94,7.17,21.68,26.34,6.46,1.54
20.24321,85.84161,2020,8,3,4.37,28.59,4.78,28.6,26.96,30.75,86.2,11.27,21.44,26.09,6.48,2.76
20.24321,85.84161,2020,8,4,2.22,27.94,5.83,27.86,26.02,29.93,90.46,47.4,21.65,26.16,7.06,4.35
20.24321,85.84161,2020,8,5,2.08,28,5.89,27.88,26.43,30.05,88.4,28.88,21.18,25.79,8.07,3.93
20.24321,85.84161,2020,8,6,1.53,28.71,6.82,28.47,26.5,31.01,84.88,5.84,20.89,25.71,8.09,5.4
20.24321,85.84161,2020,8,7,2.83,29.22,5.46,28.9,26.56,31.94,85.63,5.69,21.56,26.27,7.24,3.74
20.24321,85.84161,2020,8,8,2.65,28.96,4.47,28.64,26.83,31.26,85.59,10.45,21.26,26.01,6.98,2.87
20.24321,85.84161,2020,8,9,4.33,29.37,3.89,28.78,26.39,31.99,84.3,6.62,21.14,25.9,6.04,0.08
20.24321,85.84161,2020,8,10,5.21,29.41,4.58,29.08,26.78,31.99,86.55,2.22,22.09,26.63,5.92,3.45
20.24321,85.84161,2020,8,11,4.91,28.66,5.45,28.58,27.24,30.79,86.83,1.6,21.5,26.19,6.48,4.41
20.24321,85.84161,2020,8,12,4.08,29.53,3.62,29.44,26.88,32.36,85.45,3.23,22.25,26.77,6.2,2.4
20.24321,85.84161,2020,8,13,4.75,29.65,3.61,29.26,26.75,32.16,83.78,8.31,21.62,26.27,5.96,1.08
20.24321,85.84161,2020,8,14,2.06,28.42,5.94,28.28,26.73,30.76,86.77,25.09,21.2,25.88,7.81,4.41
20.24321,85.84161,2020,8,15,2.6,27.76,8.51,27.74,26.56,29.24,90.44,46.68,21.43,26.03,11.92,5.38
20.24321,85.84161,2020,8,16,3.78,27.67,9.89,27.7,25.92,29.93,87.63,15.37,20.7,25.47,11.7,8.12
20.24321,85.84161,2020,8,17,4.17,28.68,7.45,28.31,25.46,31.85,84.22,5.84,20.56,25.43,8.96,6.32
20.24321,85.84161,2020,8,18,4.22,28.31,6.71,28.27,27.01,30.29,89.38,11.4,21.76,26.36,7.89,5.6
20.24321,85.84161,2020,8,19,0.7,27.79,5.2,27.82,26.15,29.71,90.59,34.65,21.55,26.13,7.64,0.68
20.24321,85.84161,2020,8,20,2.26,28.12,7.67,28.06,26.25,30.78,88.59,22.28,21.35,26,9.69,4.06
20.24321,85.84161,2020,8,21,3.22,28.09,8.98,28.14,26.82,30.23,88.86,8.07,21.41,26.13,9.83,7.34
20.24321,85.84161,2020,8,22,4.01,27.78,7.22,27.83,26.5,29.63,90.12,3.12,21.28,26.06,9,6.26
20.24321,85.84161,2020,8,23,2.24,27.65,4.72,27.64,26.24,29.55,89.86,6.82,20.98,25.83,6.73,2.89
20.24321,85.84161,2020,8,24,1.79,27.21,5.8,27.21,25.81,28.93,90.56,9.54,20.61,25.52,7.58,4.42
20.24321,85.84161,2020,8,25,0.33,27.06,5.99,27.2,25.8,29.02,91.51,36.8,20.81,25.69,8.01,4.19
20.24321,85.84161,2020,8,26,-999,26.89,8.12,27.07,25.74,28.72,92.83,70.48,21,25.8,9.62,6.85
20.24321,85.84161,2020,8,27,3.47,26.89,8.47,27.11,25.35,29.25,90.34,3.35,20.51,25.39,10.33,6.43
20.24321,85.84161,2020,8,28,5.75,27.66,6.98,27.6,25.25,30.46,86.06,0.62,20.08,25.08,8.3,5.72
20.24321,85.84161,2020,8,29,6.3,28.34,5.51,28.26,25.98,31.24,85.95,0.96,20.82,25.71,6.4,4.51
20.24321,85.84161,2020,8,30,6.17,28.89,3.45,28.79,25.96,31.83,85.01,0.76,21.21,26.05,5.69,2.54
