LAT,LON,YEAR,MO,DY,ALLSKY_SFC_SW_DWN,TS,WS50M,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOT,QV2M,T2MDEW,WS50M_MAX,WS50M_MIN
20.24321,85.84161,2017,9,16,4.79,28.46,2.9,28.22,25.45,31.26,84.89,2.76,20.5,25.43,5.15,1.44
20.24321,85.84161,2017,9,17,4.67,28.37,2.7,28.21,26.3,30.84,86.79,4.96,20.96,25.81,4.95,0.19
20.24321,85.84161,2017,9,18,0.67,28.17,3.15,27.95,26.08,30.82,83.16,23.19,19.78,24.81,6.51,0.57
20.24321,85.84161,2017,9,19,2.31,27.17,5.99,27.27,26.16,29.31,89.45,17.72,20.49,25.39,8.13,3.75
20.24321,85.84161,2017,9,20,2.77,27.64,5.01,27.64,25.95,30.19,88.38,4.01,20.66,25.55,7.5,3.93
20.24321,85.84161,2017,9,21,4.52,27.63,5.61,27.75,26.31,29.79,89.28,3.39,20.98,25.84,6.44,4.02
20.24321,85.84161,2017,9,22,5.17,27.95,5.14,27.77,25.83,30.44,87.34,1.29,20.52,25.49,5.73,4.73
20.24321,85.84161,2017,9,23,5.41,28.68,3.56,28.4,25.88,31.61,85.16,0.68,20.72,25.68,5.45,1.43
20.24321,85.84161,2017,9,24,5.66,28.23,2.94,28.18,26.31,30.41,86.02,5.28,20.67,25.63,5.32,1.98
20.24321,85.84161,2017,9,25,5.22,27.93,2.64,28.06,25.61,30.46,84.76,3.7,20.26,25.25,4.25,0.39
20.24321,85.84161,2017,9,26,5.21,28.21,2.2,28.07,25.89,30.41,85.6,6.37,20.48,25.44,3.65,0.26
20.24321,85.84161,2017,9,27,3.49,27.9,2.67,27.73,26.25,30,86.78,6.17,20.32,25.34,3.85,1.23
20.24321,85.84161,2017,9,28,4.68,27.21,2.58,26.84,25.56,28.54,87.98,29.21,19.55,24.69,3.43,1.1
20.24321,85.84161,2017,9,29,3.65,27.83,2.01,27.42,25.38,30.15,84.32,14.26,19.39,24.54,3.35,0.29
20.24321,85.84161,2017,9,30,2,27.49,2.82,27.33,25.8,29.39,89.09,28.84,20.36,25.38,3.58,1.53
20.24321,85.84161,2017,10,1,3.47,27.51,2.32,27.29,25.79,29.2,86.82,6.63,19.78,24.91,4.86,0.97
20.24321,85.84161,2017,10,2,2.66,27.23,3.74,27.08,25.45,29.14,89.47,8.35,20.16,25.2,4.69,2.98
20.24321,85.84161,2017,10,3,3.07,27.17,3.22,27.11,25.79,29.06,88.9,8.09,20.06,25.13,4.12,2.6
20.24321,85.84161,2017,10,4,4.56,27.77,2.33,27.46,25.39,30.16,86.15,1.2,19.83,24.94,4.1,0.57
20.24321,85.84161,2017,10,5,2.99,27.37,2.93,27.32,25.34,29.62,88.58,5.82,20.23,25.27,4.3,0.82
20.24321,85.84161,2017,10,6,1.35,26.2,4.67,26.24,25.23,27.5,92.1,37.67,19.75,24.86,7.28,0.02
20.24321,85.84161,2017,10,7,4.58,26.86,3.78,26.7,25.46,28.6,90.08,12.12,19.84,24.95,5.01,2.69
20.24321,85.84161,2017,10,8,2.73,27.33,3.49,27.18,25.15,29.59,88.55,6.18,20.07,25.13,4.99,2.74
20.24321,85.84161,2017,10,9,5.01,26.94,4.93,26.89,25.59,28.82,90.67,25.02,20.23,25.25,6.02,3.9
20.24321,85.84161,2017,10,10,3.76,27.55,3.43,27.47,25.53,29.85,87.55,3.34,20.22,25.23,5.67,1.49
20.24321,85.84161,2017,10,11,4.88,27.92,3.46,27.62,25.16,30.73,86.38,1.27,20.1,25.14,5.11,1.94
20.24321,85.84161,2017,10,12,5.16,27.82,3.89,27.5,25.11,30.54,87.59,0.15,20.25,25.27,5.39,2.6
20.24321,85.84161,2017,10,13,5.28,27.93,4.28,27.59,25.4,30.49,86.33,0.07,20.06,25.11,5.14,3.52
20.24321,85.84161,2017,10,14,4.81,28.13,3.52,27.88,25.14,31.07,82.16,0.38,19.42,24.56,5.1,2.15
20.24321,85.84161,2017,10,15,5.51,28.51,2.44,28.4,25.53,31.97,80.06,0.07,19.5,24.63,4.1,1.16
20.24321,85.84161,2017,10,16,5.73,27.67,2.9,27.9,24.51,31.5,81.01,0.01,19.15,24.33,5.01,0.84
20.24321,85.84161,2017,10,17,5.84,26.43,3.95,26.58,22.9,30.5,81.9,0,17.92,23.21,5.25,0.54
20.24321,85.84161,2017,10,18,3.63,26.47,6.53,26.5,23.28,29.69,88.83,12.39,19.37,24.41,7.52,5.11
20.24321,85.84161,2017,10,19,0.75,26.79,7.66,26.86,26.08,28.07,94.76,62.09,21.18,25.96,11.06,5.52
20.24321,85.84161,2017,10,20,1.21,26.05,8.23,26.25,25.59,27.41,91.96,67.74,19.8,24.85,10.15,6.38
20.24321,85.84161,2017,10,21,4.68,27.14,6.36,27.26,25.04,30.41,86.96,3.34,19.81,24.9,8.85,4.9
20.24321,85.84161,2017,10,22,5.2,27.6,2.32,27.64,24.08,30.81,80.72,0.83,18.76,24.02,4.71,0.53
20.24321,85.84161,2017,10,23,5.39,26.88,2.06,27.16,23.37,31.03,72.78,0,16.4,21.84,3.96,0.29
20.24321,85.84161,2017,10,24,4.99,26.46,2.96,26.84,23,31.15,76.55,0,16.89,22.32,5.47,1.77
20.24321,85.84161,2017,10,25,4.98,26.48,2.49,26.85,23.11,30.73,74.78,0.04,16.47,21.96,5.13,0.24
20.24321,85.84161,2017,10,26,5.16,25.98,2.19,26.41,22.32,30.34,72.29,0.04,15.5,21,3.35,1.55
20.24321,85.84161,2017,10,27,5.2,25.8,2.57,25.89,22.59,29.35,79.44,0.01,16.55,22.06,3.42,0.81
20.24321,85.84161,2017,10,28,5.15,25.31,1.72,26.18,21.94,29.62,69.58,0,14.73,20.16,2.8,0.63
20.24321,85.84161,2017,10,29,4.99,24.94,1.88,25.85,21.27,29.57,65.72,0,13.62,18.94,3.25,0.75
20.24321,85.84161,2017,10,30,5.07,24.7,2.12,25.23,21.37,28.69,70.97,0.03,14.19,19.58,3.72,1.49
20.24321,85.84161,2017,10,31,5.28,23.65,2.74,24.09,20.42,28.11,73.78,0,13.78,19.09,4.26,1.62
20.24321,85.84161,2017,11,1,4.87,22.88,4.74,22.99,19.27,27.28,80.2,0,14.02,19.36,5.8,4.04
20.24321,85.84161,2017,11,2,5.22,22.79,4.58,22.89,18.95,27.29,79.76,0,13.87,19.19,5.32,3.57
20.24321,85.84161,2017,11,3,5.13,22.74,3.84,22.87,18.53,27.44,78.18,0,13.58,18.84,4.64,2.82
20.24321,85.84161,2017,11,4,4.89,23.64,4.91,23.7,19.23,28.4,84.04,0,15.35,20.71,6.64,3.56
20.24321,85.84161,2017,11,5,4.97,24.93,2.54,24.81,20.5,28.74,80.3,0,15.68,21.18,4.91,0.54
20.24321,85.84161,2017,11,6,5.02,24.72,3.63,24.9,20.71,28.92,81.17,0,15.94,21.42,5.15,2.43
20.24321,85.84161,2017,11,7,5.05,24.07,3.91,24.48,20.38,28.64,79.6,0,15.23,20.7,4.84,2.28
20.24321,85.84161,2017,11,8,4.99,23.47,2.96,24.21,19.38,28.25,76.21,0,14.35,19.73,4.79,0.9
20.24321,85.84161,2017,11,9,4.89,23.1,2.5,23.88,19.31,27.73,73.79,0,13.63,18.9,3.61,0.88
20.24321,85.84161,2017,11,10,4.82,22.34,3.56,23.02,18.39,27.35,73.7,0,12.91,18.04,5.22,1.4
20.24321,85.84161,2017,11,11,4.49,22.31,4.26,22.65,17.86,27.28,77.12,0,13.21,18.37,6.07,2.51
20.24321,85.84161,2017,11,12,4.41,23.06,4.15,23.24,19.08,27.71,78.4,0.01,13.95,19.23,6.47,2.48
20.24321,85.84161,2017,11,13,4.69,23.23,5.13,23.29,19.43,27.59,81.85,0.01,14.63,19.98,6.15,2.52
20.24321,85.84161,2017,11,14,1.89,22.86,6.26,22.77,20.56,25.84,89.35,6.79,15.48,20.87,7.12,4.62
20.24321,85.84161,2017,11,15,0.68,22.09,7.95,21.97,21.21,23.18,94.5,59.49,15.6,21.02,8.7,6.16
20.24321,85.84161,2017,11,16,1.34,22.91,7.29,22.95,21.21,25.35,94.03,15.71,16.48,21.88,8.99,5.93
20.24321,85.84161,2017,11,17,1.9,23.68,6.49,23.54,21.73,26.13,92.97,12.74,16.89,22.3,7.57,4.53
20.24321,85.84161,2017,11,18,2.11,25.52,2.59,25.34,22.33,29.04,88.02,4.14,17.81,23.19,4.05,0.83
20.24321,85.84161,2017,11,19,2.51,25.95,1.4,25.85,23.17,29.01,84.47,0.75,17.59,23.04,2.36,0.16
20.24321,85.84161,2017,11,20,4.09,24.81,3.57,25.06,22.02,28.65,83.26,0.32,16.51,22,4.51,2.23
20.24321,85.84161,2017,11,21,4.53,23.07,4.63,23.28,20.05,27.68,77.96,0,13.88,19.18,5.53,3.27
20.24321,85.84161,2017,11,22,4.49,21.39,3.53,21.9,16.95,26.52,71.91,0,11.77,16.57,6.05,0.73
20.24321,85.84161,2017,11,23,4.63,20.98,3.94,21.27,17.27,26.05,76.48,0,12.05,16.93,5.03,2.09
20.24321,85.84161,2017,11,24,4.6,19.11,3.65,19.95,14.61,24.82,67.23,0,9.73,13.64,5.82,1.28
20.24321,85.84161,2017,11,25,4.73,18.75,3.65,19.46,13.86,24.86,70.85,0,9.94,13.95,5.7,1.34
20.24321,85.84161,2017,11,26,4.56,19.01,2.7,20.12,14.34,24.95,71.19,0,10.39,14.68,5.2,0.83
20.24321,85.84161,2017,11,27,4.62,18.83,3.76,19.36,14.09,24.83,74.63,0,10.41,14.67,5.12,2.67
20.24321,85.84161,2017,11,28,4.62,19.06,3.18,19.76,13.58,25.59,69.05,0,9.87,13.86,5.83,1.21
20.24321,85.84161,2017,11,29,4.6,19.27,2.33,20.56,14.84,25.44,67.8,0,10.17,14.37,3.89,0.21
20.24321,85.84161,2017,11,30,4.63,19.13,2.31,20.27,14.49,25.08,67.01,0,9.88,14.05,4.64,1.14
20.24321,85.84161,2017,12,1,4.49,18.78,3.18,19.74,14.19,24.97,70.33,0,10.05,14.12,5.27,1.6
20.24321,85.84161,2017,12,2,4.54,18.46,3.04,19.63,14.14,24.64,73.43,0,10.41,14.68,4.75,1.4
20.24321,85.84161,2017,12,3,4.42,18.03,3.25,18.97,13.69,23.83,74.57,0,10.14,14.3,4.98,1.34
20.24321,85.84161,2017,12,4,4.47,17.83,2.98,19.08,13.1,23.95,70.81,0,9.71,13.62,5.1,0.98
20.24321,85.84161,2017,12,5,4.45,17.93,2.86,19.03,14.18,23.89,71.89,0,9.83,13.8,3.53,0.78
20.24321,85.84161,2017,12,6,4.27,17.52,2.93,18.48,14.29,22.67,74.62,0,9.86,13.84,4.83,1.62
20.24321,85.84161,2017,12,7,2.57,18.54,4.71,18.85,13.73,23.92,80.43,0,10.89,15.28,6.28,2.73
20.24321,85.84161,2017,12,8,0.5,19.36,7.52,19.29,17.66,21.21,90.98,22.43,12.68,17.75,9.07,5.76
20.24321,85.84161,2017,12,9,1.73,21.82,9.68,21.77,19.49,24.93,90.89,14.52,14.82,20.18,11.88,8.18
20.24321,85.84161,2017,12,10,3.79,22.53,5.95,22.38,19.66,26.06,88.8,0.49,14.99,20.42,8.82,4.6
20.24321,85.84161,2017,12,11,4.15,22.08,3.25,21.99,18.09,26.35,81.65,0.03,13.43,18.67,5.2,1.53
20.24321,85.84161,2017,12,12,3.97,21.49,2.6,21.77,16.62,26.55,77.61,0,12.58,17.65,5.32,0.53
20.24321,85.84161,2017,12,13,4.13,21.51,2.58,22.25,17.68,26.79,77.05,0,12.85,17.97,4.13,0.78
20.24321,85.84161,2017,12,14,4.2,20.65,3.21,21.49,16.36,26.4,74.23,0,11.8,16.65,5.26,1.16
20.24321,85.84161,2017,12,15,4.26,20.27,3.08,21.38,15.84,26.35,74.43,0,11.75,16.58,5.96,0.99
20.24321,85.84161,2017,12,16,4.24,20.04,3.8,20.78,15.26,26.23,74.57,0,11.33,16.05,5.89,1.63
20.24321,85.84161,2017,12,17,4.29,19.4,3.94,20.02,15.37,25.16,72.65,0,10.52,14.92,5.9,2.42
20.24321,85.84161,2017,12,18,4.42,17.64,3.8,18.59,13.46,23.69,64.98,0,8.6,11.75,6.41,1.22
20.24321,85.84161,2017,12,19,4.24,16.96,2.93,17.81,12.19,23.29,66.81,0,8.41,11.42,4.77,1.87
20.24321,85.84161,2017,12,20,4.34,17.47,3.08,18.11,12.63,23.83,74.19,0,9.52,13.33,4.99,1.14
20.24321,85.84161,2017,12,21,4.27,18.47,2.72,19.15,13.52,24.42,75.57,0,10.36,14.67,4.96,0.9
20.24321,85.84161,2017,12,22,4.21,18.78,2.47,19.66,14.4,24.19,74.49,0,10.56,14.94,3.93,1
20.24321,85.84161,2017,12,23,4.19,19.24,2.59,19.9,14.5,24.89,77.93,0,11.25,15.9,4.31,0.76
20.24321,85.84161,2017,12,24,4,18.72,2.28,19.72,14.54,24.66,75.13,0,10.72,15.11,3.71,0.76
20.24321,85.84161,2017,12,25,4.29,18.5,2.39,19.56,13.95,24.7,71.07,0,10.03,14.15,4.68,0.7
20.24321,85.84161,2017,12,26,4.36,17.66,4.11,18.23,12.81,24.34,70.7,0,9.18,12.72,6.52,2.95
20.24321,85.84161,2017,12,27,4.46,16.71,3.73,17.03,11.09,23.29,69.81,0,8.39,11.35,6.53,1.19
20.24321,85.84161,2017,12,28,4.42,17.14,3.22,18.14,11.97,24.24,73.04,0,9.43,12.98,4.67,1.6
20.24321,85.84161,2017,12,29,-999,17.61,3.03,18.7,13.08,24.28,73.99,0,9.88,13.85,4.14,2.03
20.24321,85.84161,2017,12,30,4.46,17.13,3.27,18.35,12.3,24.14,71.36,0,9.33,13.16,5.15,1.58
20.24321,85.84161,2017,12,31,4.06,17.86,3.87,18.29,12.5,23.67,74.59,0,9.73,13.77,5.78,1.49
20.24321,85.84161,2018,1,1,3.47,18.7,4.01,18.61,15.99,21.86,80.77,0.1,10.78,15.23,6.49,1.6
20.24321,85.84161,2018,1,2,4.35,18.11,3.32,18.5,14.99,22.88,74.12,0.01,9.82,13.87,4.6,0.97
20.24321,85.84161,2018,1,3,4.45,17.43,2.75,18.47,12.96,24.18,66.07,0,8.72,12.11,4.57,1.37
20.24321,85.84161,2018,1,4,4.39,16.62,3.57,17.16,11.41,22.86,72.11,0,8.75,12.16,5.11,0.78
20.24321,85.84161,2018,1,5,4.56,16.59,2.64,17.5,11.58,22.99,68.17,0,8.46,11.65,4.61,1.02
20.24321,85.84161,2018,1,6,4.57,16.08,3.05,17.12,10.5,23.03,63.21,0,7.66,10.15,5.94,0.4
20.24321,85.84161,2018,1,7,4.59,15.81,3.28,16.87,10.2,22.93,61.93,0,7.38,9.61,5.69,1.55
20.24321,85.84161,2018,1,8,4.58,15.87,3.22,16.95,10.92,22.57,64.08,0,7.66,10.2,5.2,1.46
20.24321,85.84161,2018,1,9,4.62,15.54,2.85,16.73,10.1,22.32,61.88,0,7.28,9.46,5.77,0.07
20.24321,85.84161,2018,1,10,4.63,16.03,2.71,17.02,10.05,22.89,62.13,0,7.45,9.8,5.54,0.15
20.24321,85.84161,2018,1,11,4.6,16.08,2.86,17.12,10.29,23.11,60.54,0,7.31,9.5,5.51,0.42
20.24321,85.84161,2018,1,12,4.5,16.65,2.54,17.98,11.53,24.13,61.73,0,7.88,10.61,3.55,0.73
20.24321,85.84161,2018,1,13,4.46,17.45,3.07,18.24,11.54,24.37,67.43,0,8.76,12.2,5.39,0.09
20.24321,85.84161,2018,1,14,4.51,17.2,3.73,18.25,11.95,24.19,64,0,8.32,11.42,6.05,1.55
20.24321,85.84161,2018,1,15,4.75,16.83,3.33,17.95,11.35,24.65,61.22,0,7.8,10.46,4.49,2.1
20.24321,85.84161,2018,1,16,4.8,17.02,3.08,18.02,11.04,24.53,64.1,0,8.21,11.22,5.51,1.42
20.24321,85.84161,2018,1,17,4.77,17.46,1.87,18.89,12.47,24.64,63.03,0,8.53,11.79,3.62,0.59
20.24321,85.84161,2018,1,18,4.86,16.92,2.3,18.3,11.25,24.44,55.64,0,7.25,9.34,4.56,0.52
20.24321,85.84161,2018,1,19,4.9,16.62,2.56,17.93,10.77,24.12,56.16,0,7.14,9.13,5.02,0.56
20.24321,85.84161,2018,1,20,4.9,17.3,2.5,18.39,11.65,24.82,61.88,0,8.12,11.04,4.03,0.57
20.24321,85.84161,2018,1,21,4.88,17.94,2,19.07,13.13,24.88,62.46,0,8.55,11.83,3.21,0.32
20.24321,85.84161,2018,1,22,4.83,18.27,2.14,18.92,13.17,24.6,64.8,0,8.8,12.24,3.8,0.16
20.24321,85.84161,2018,1,23,4.81,18.48,2.32,19.19,13.54,24.78,71.56,0,9.9,14.01,3.81,0.92
20.24321,85.84161,2018,1,24,4.84,19.26,2.33,20.17,14.59,25.85,72.35,0,10.65,15.12,3.44,0.5
20.24321,85.84161,2018,1,25,4.78,19.29,3.31,19.74,14.48,25.3,69.84,0,10.01,14.17,5.14,1.93
20.24321,85.84161,2018,1,26,4.97,19.06,2.08,20.05,13.8,25.39,64.76,0,9.45,13.31,4.48,0.33
20.24321,85.84161,2018,1,27,4.85,18.5,2.71,19.29,13.24,24.93,63.93,0,8.89,12.39,4.21,1.12
20.24321,85.84161,2018,1,28,5.13,18.31,2.15,19.35,13.05,24.83,62.19,0,8.67,12.03,3.68,0.43
20.24321,85.84161,2018,1,29,5.11,18.13,2.07,19.59,13.65,25.26,57.22,0,8.08,10.98,3.75,0.5
20.24321,85.84161,2018,1,30,5.19,17.79,3.76,18.62,10.97,26.06,51.29,0,6.82,8.4,6.94,1.22
20.24321,85.84161,2018,1,31,5.19,18.72,5.83,19.28,11.97,27.84,56.78,0,7.88,10.56,7.4,4.01
20.24321,85.84161,2018,2,1,5.23,18.99,4.68,19.84,12.45,27.45,54.74,0,7.87,10.53,6.8,1.79
20.24321,85.84161,2018,2,2,5.25,19.42,3.79,20.03,12.74,27.73,57.6,0,8.38,11.49,5.63,0.3
20.24321,85.84161,2018,2,3,5.17,19.98,2.94,20.72,16.46,26.81,64.39,0,9.77,13.86,5.61,0.36
20.24321,85.84161,2018,2,4,5.21,20.74,4,21.03,16.14,27.75,70.95,0,10.98,15.65,6.25,1.8
20.24321,85.84161,2018,2,5,5.1,21.57,3.08,21.68,17.62,27.47,73.91,0,11.89,16.91,5.6,1.32
20.24321,85.84161,2018,2,6,5.16,22.23,3.51,22.42,17.09,28.32,65.95,0,11.1,15.85,5.95,0.63
20.24321,85.84161,2018,2,7,4.55,22.26,3.89,22.38,16.7,28.59,64.67,0,10.88,15.51,5.87,1.86
20.24321,85.84161,2018,2,8,3.91,22.63,3.63,23.03,17.83,28.68,59.88,0,10.48,14.92,5.27,0.93
20.24321,85.84161,2018,2,9,3.85,23.17,4.44,23.17,17.94,29.69,66.31,0,11.72,16.66,7.96,1.46
20.24321,85.84161,2018,2,10,5.16,23.78,3.44,23.65,19.69,29.6,71.63,0.01,13.01,18.32,6.71,1.08
20.24321,85.84161,2018,2,11,3.84,21.96,2.95,22.14,19.32,25.76,72.14,0,11.93,16.98,3.8,1.63
20.24321,85.84161,2018,2,12,5.36,21.83,3.47,21.89,16.28,28.67,56.18,0,9.12,12.85,4.61,1.59
20.24321,85.84161,2018,2,13,5.19,21.09,2.9,21.88,15.7,27.45,53.84,0,8.73,12.17,4.98,1.08
20.24321,85.84161,2018,2,14,5.27,22,3.65,22.76,16.01,29,57.63,0,9.87,14.07,7.53,0.34
20.24321,85.84161,2018,2,15,5.58,22.07,4.3,21.78,15.36,28.68,59.67,0,9.62,13.68,6.63,2.64
20.24321,85.84161,2018,2,16,5.53,21.95,2.46,22.05,15.65,28.34,58.96,0,9.68,13.75,4.12,0.84
20.24321,85.84161,2018,2,17,5.59,22.49,4.07,22.22,15.06,29.96,55.94,0,9.32,13.09,5.87,0.7
20.24321,85.84161,2018,2,18,5.68,23.29,2.56,23.18,17.46,29.99,59.79,0,10.56,15.04,5.55,0.67
20.24321,85.84161,2018,2,19,5.63,23.66,3.99,23.08,17.95,29.73,66.92,0,11.75,16.71,6.98,1.91
20.24321,85.84161,2018,2,20,5.63,24.24,4.25,23.58,18.31,30.34,66.59,0,12.06,17.12,6.96,1.59
20.24321,85.84161,2018,2,21,5.68,24.47,4.26,24.24,18.5,31.44,58.76,0,11.09,15.76,6.59,2.4
20.24321,85.84161,2018,2,22,5.8,24.26,3.37,24.07,16.69,31.89,51.92,0,9.69,13.64,5.98,0.72
20.24321,85.84161,2018,2,23,5.84,25.11,3.88,24.71,19.05,32.27,55.31,0,10.72,15.24,8.4,1.02
20.24321,85.84161,2018,2,24,5.85,25.37,4.42,24.73,18.43,32.99,56.2,0,10.89,15.52,8.12,1.16
20.24321,85.84161,2018,2,25,5.87,25.92,4.19,25.61,18.98,34.11,49.75,0,10.15,14.39,7.15,2.11
20.24321,85.84161,2018,2,26,5.34,26.64,4.05,26.26,19.93,33.76,52,0.01,11.06,15.71,7.22,1.83
20.24321,85.84161,2018,2,27,5.95,26.83,3.83,26.37,20.12,34.16,53.02,0.1,11.35,16.12,6.53,0.32
20.24321,85.84161,2018,2,28,5.96,26.74,3,25.99,19.24,33.75,57.98,0.03,12.14,17.2,6.02,0.42
20.24321,85.84161,2018,3,1,5.88,27.01,3.16,26.35,20.91,33.97,56.45,0.02,12.08,17.11,6.66,0.94
20.24321,85.84161,2018,3,2,5.82,27.2,3.83,26.77,20.47,34.84,51.51,0.03,11.31,16.02,7.57,1.55
20.24321,85.84161,2018,3,3,5.91,27.79,5.19,27.39,20.67,35.49,50.53,0.01,11.53,16.29,7.62,3.12
20.24321,85.84161,2018,3,4,5.92,28.14,3.87,27.68,21.07,35.91,48.41,0,11.22,15.86,6.9,0.96
20.24321,85.84161,2018,3,5,5.89,28.06,3.46,27.65,21.84,35.6,52.8,0,12.2,17.24,6.18,1.92
20.24321,85.84161,2018,3,6,5.85,28.09,3.28,27.43,22.55,34.15,60.91,0.01,13.89,19.35,5.74,0.87
20.24321,85.84161,2018,3,7,5.89,27.8,4.09,26.97,21.88,34.18,58.63,0.01,13,18.3,7.4,1.7
20.24321,85.84161,2018,3,8,5.99,27.59,2.84,26.41,20.93,33.48,58.63,0,12.58,17.78,7.19,0.76
20.24321,85.84161,2018,3,9,5.71,28.15,3.02,27.16,21.42,34.4,55.36,0,12.41,17.55,7.07,1.02
20.24321,85.84161,2018,3,10,6.18,28.32,4.3,27.5,21.35,35.82,52.22,0,11.94,16.92,6.99,1.38
20.24321,85.84161,2018,3,11,5.96,28.49,5.13,27.26,21.26,34.89,56.37,0,12.72,17.94,8.72,0.94
20.24321,85.84161,2018,3,12,5.74,28.65,5.75,27.88,22.51,35.51,56.14,0.01,13.14,18.45,7.66,2.91
20.24321,85.84161,2018,3,13,6.2,29.02,5.05,28.6,22.44,36.83,49.44,0.01,12.07,17.05,6.69,2.52
20.24321,85.84161,2018,3,14,6.33,28.78,4.18,28.1,21.68,36.47,45.35,0,10.76,15.19,8.13,1.47
20.24321,85.84161,2018,3,15,5.62,29.51,6.2,28.62,21.65,37.13,53.64,0,13.15,18.4,9.22,4.04
20.24321,85.84161,2018,3,16,2.33,29.06,5.53,28.72,23.69,35.15,48.43,0.37,11.92,16.83,7.61,4.15
20.24321,85.84161,2018,3,17,6.04,28.78,5.3,27.77,22.9,34.48,49.07,0.14,11.41,16.16,6.78,3.56
20.24321,85.84161,2018,3,18,6.28,30.1,4.05,28.39,22.46,35.45,51.98,0,12.53,17.67,7.24,0.12
20.24321,85.84161,2018,3,19,6.28,29.98,3.89,28.58,22.14,36.52,48.11,0,11.71,16.59,6.93,0.8
20.24321,85.84161,2018,3,20,6.48,29.77,3.73,29.29,22.4,37.5,40.19,0,10.2,14.34,6.51,0.45
20.24321,85.84161,2018,3,21,6.28,30.27,2.56,28.93,22.62,36.63,51.57,0,12.86,18.05,7.09,0.25
20.24321,85.84161,2018,3,22,6.14,30.67,4.76,29.1,23.4,36.51,60.37,0.07,15.25,20.79,7.92,2.18
20.24321,85.84161,2018,3,23,6.2,31.36,4.92,29.54,24.03,36.65,61.09,0.17,15.83,21.4,7.76,1.99
20.24321,85.84161,2018,3,24,6.41,31.67,4.4,29.55,24.21,36.68,62.76,0.16,16.23,21.85,7.39,1.69
20.24321,85.84161,2018,3,25,5.99,31.15,4.25,29.03,24.23,35.57,64.84,0.28,16.24,21.9,7.4,1.88
20.24321,85.84161,2018,3,26,6.37,31.2,5.06,29.45,23.74,36.65,55.55,0.19,14.24,19.75,8,2.93
20.24321,85.84161,2018,3,27,6.58,31.46,5.25,29.67,23.88,37.22,53.74,0,13.98,19.41,7.69,2.35
20.24321,85.84161,2018,3,28,6.63,31.46,4.74,29.62,23.54,37.5,55.19,0.07,14.33,19.8,8.1,2.15
20.24321,85.84161,2018,3,29,6.42,31.22,5.57,29.39,24.1,36.42,63.9,0.33,16.41,22,7.68,4.33
20.24321,85.84161,2018,3,30,6.29,31.12,5.2,29.43,24.94,36.04,65.61,0.56,16.89,22.47,7.65,1.23
20.24321,85.84161,2018,3,31,6.38,30.72,6.7,29.28,24.93,36.24,66.97,1.56,17.09,22.66,8.92,5.14
20.24321,85.84161,2018,4,1,6.44,30.73,6.08,29.18,24.76,36.16,64.42,5.5,16.33,21.93,8.61,4.4
20.24321,85.84161,2018,4,2,6.18,28.47,4.58,27.2,23.31,32.41,63.47,3.79,14.3,19.81,6.63,1.49
20.24321,85.84161,2018,4,3,6.26,29.66,4.87,27.8,22.84,33.91,65.7,1.48,15.35,20.93,7.42,2.92
20.24321,85.84161,2018,4,4,6.1,29.62,5.39,28.16,24.15,33.41,70.47,6.5,16.86,22.41,7.29,3.98
20.24321,85.84161,2018,4,5,6.53,29.86,6.66,28.58,24.53,34.5,69.51,4.82,17.06,22.59,8.27,5.09
20.24321,85.84161,2018,4,6,6.49,30.1,6.76,28.93,24.67,35.08,68.03,2.61,17.03,22.58,8.55,5.65
20.24321,85.84161,2018,4,7,5.81,27.99,5.17,27.57,25.28,30.92,77.7,8.21,17.95,23.4,6.03,4.38
20.24321,85.84161,2018,4,8,6,28.41,4.03,27.43,24.28,32.16,72.89,4.13,16.66,22.25,6.18,0.52
20.24321,85.84161,2018,4,9,4.98,29.86,5.11,28.42,23.98,34.03,63.9,2.87,15.46,21.08,7.25,3.35
20.24321,85.84161,2018,4,10,6.5,30.85,5.26,29.07,23.93,35.34,60.05,0.67,15.1,20.67,7.95,3.07
20.24321,85.84161,2018,4,11,6.69,31.96,5.52,30.1,24.43,37.03,56.37,0.15,15.05,20.6,8.6,2.82
20.24321,85.84161,2018,4,12,4.69,32.02,5.54,30.25,24.83,36.9,58.18,1.3,15.69,21.27,6.94,3.6
20.24321,85.84161,2018,4,13,6.67,32.59,4.21,30.66,25.28,37.49,56.62,1.88,15.62,21.2,8.25,0.58
20.24321,85.84161,2018,4,14,4.98,32.67,5.4,31.16,25.64,38.03,56.17,0.87,15.95,21.53,8.7,2.84
20.24321,85.84161,2018,4,15,6.77,32.88,4.22,31.39,25.52,38.5,52.46,1.79,15.09,20.61,7.23,1.36
20.24321,85.84161,2018,4,16,6.79,34.1,4.35,32.03,25.64,39.3,52.27,0.37,15.59,21.15,8.22,0.97
20.24321,85.84161,2018,4,17,6.76,33.89,6.54,32.08,26.75,39.16,55.17,0.56,16.51,22.09,9.4,4.98
20.24321,85.84161,2018,4,18,6.81,33.47,5.86,31.72,26.54,39.2,58.44,2.95,17.17,22.72,9.49,3.66
20.24321,85.84161,2018,4,19,6.3,33.9,6.05,31.84,26.32,39.17,58.9,0.7,17.45,22.97,8.51,2.38
20.24321,85.84161,2018,4,20,6.77,33.4,7.64,31.76,26.95,38.33,61.97,1.13,18.29,23.74,9.51,5.91
20.24321,85.84161,2018,4,21,6.85,33.58,7.6,32.09,27.1,39.28,58.72,1.37,17.64,23.14,9.36,5.65
